item_id,citation_id,source_title,snippet,supports_answer
Q0129,Q0129_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 2)?' is choosing 'Protein' incorrectly.,DNA
Q0130,Q0130_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 2)?', the supported answer is '46'.",46
Q0130,Q0130_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 2)?' should be checked carefully against authoritative instructional material.,46
Q0130,Q0130_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 2)?' is choosing '23' incorrectly.,46
Q0131,Q0131_E1,Biology Essentials,"For the question 'DNA stands for (variant 3)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0131,Q0131_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 3)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0131,Q0131_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 3)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0132,Q0132_E1,Biology Essentials,"For the question 'Basic unit of life (variant 3)?', the supported answer is 'Cell'.",Cell
Q0132,Q0132_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 3)?' should be checked carefully against authoritative instructional material.,Cell
Q0132,Q0132_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 3)?' is choosing 'Atom' incorrectly.,Cell
Q0133,Q0133_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 3)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0133,Q0133_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 3)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0133,Q0133_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 3)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0134,Q0134_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 3)?', the supported answer is 'DNA'.",DNA
Q0134,Q0134_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 3)?' should be checked carefully against authoritative instructional material.,DNA
Q0134,Q0134_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 3)?' is choosing 'Protein' incorrectly.,DNA
Q0135,Q0135_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 3)?', the supported answer is '46'.",46
Q0135,Q0135_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 3)?' should be checked carefully against authoritative instructional material.,46
Q0135,Q0135_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 3)?' is choosing '23' incorrectly.,46
Q0136,Q0136_E1,Biology Essentials,"For the question 'DNA stands for (variant 4)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0136,Q0136_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 4)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0136,Q0136_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 4)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0137,Q0137_E1,Biology Essentials,"For the question 'Basic unit of life (variant 4)?', the supported answer is 'Cell'.",Cell
Q0137,Q0137_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 4)?' should be checked carefully against authoritative instructional material.,Cell
Q0137,Q0137_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 4)?' is choosing 'Atom' incorrectly.,Cell
Q0138,Q0138_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 4)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0138,Q0138_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 4)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0138,Q0138_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 4)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0139,Q0139_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 4)?', the supported answer is 'DNA'.",DNA
Q0139,Q0139_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 4)?' should be checked carefully against authoritative instructional material.,DNA
Q0139,Q0139_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 4)?' is choosing 'Protein' incorrectly.,DNA
Q0140,Q0140_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 4)?', the supported answer is '46'.",46
Q0140,Q0140_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 4)?' should be checked carefully against authoritative instructional material.,46
Q0140,Q0140_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 4)?' is choosing '23' incorrectly.,46
Q0141,Q0141_E1,Biology Essentials,"For the question 'DNA stands for (variant 5)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0141,Q0141_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 5)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0141,Q0141_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 5)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0142,Q0142_E1,Biology Essentials,"For the question 'Basic unit of life (variant 5)?', the supported answer is 'Cell'.",Cell
Q0142,Q0142_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 5)?' should be checked carefully against authoritative instructional material.,Cell
Q0142,Q0142_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 5)?' is choosing 'Atom' incorrectly.,Cell
Q0143,Q0143_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 5)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0143,Q0143_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 5)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0143,Q0143_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 5)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0144,Q0144_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 5)?', the supported answer is 'DNA'.",DNA
Q0144,Q0144_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 5)?' should be checked carefully against authoritative instructional material.,DNA
Q0144,Q0144_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 5)?' is choosing 'Protein' incorrectly.,DNA
Q0145,Q0145_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 5)?', the supported answer is '46'.",46
Q0145,Q0145_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 5)?' should be checked carefully against authoritative instructional material.,46
Q0145,Q0145_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 5)?' is choosing '23' incorrectly.,46
Q0146,Q0146_E1,Biology Essentials,"For the question 'DNA stands for (variant 6)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0146,Q0146_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 6)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0146,Q0146_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 6)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0147,Q0147_E1,Biology Essentials,"For the question 'Basic unit of life (variant 6)?', the supported answer is 'Cell'.",Cell
Q0147,Q0147_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 6)?' should be checked carefully against authoritative instructional material.,Cell
Q0147,Q0147_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 6)?' is choosing 'Atom' incorrectly.,Cell
Q0148,Q0148_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 6)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0148,Q0148_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 6)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0148,Q0148_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 6)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0149,Q0149_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 6)?', the supported answer is 'DNA'.",DNA
Q0149,Q0149_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 6)?' should be checked carefully against authoritative instructional material.,DNA
Q0149,Q0149_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 6)?' is choosing 'Protein' incorrectly.,DNA
Q0150,Q0150_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 6)?', the supported answer is '46'.",46
Q0150,Q0150_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 6)?' should be checked carefully against authoritative instructional material.,46
Q0150,Q0150_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 6)?' is choosing '23' incorrectly.,46
Q0151,Q0151_E1,Biology Essentials,"For the question 'DNA stands for (variant 7)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0151,Q0151_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 7)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0151,Q0151_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 7)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0152,Q0152_E1,Biology Essentials,"For the question 'Basic unit of life (variant 7)?', the supported answer is 'Cell'.",Cell
Q0152,Q0152_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 7)?' should be checked carefully against authoritative instructional material.,Cell
Q0152,Q0152_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 7)?' is choosing 'Atom' incorrectly.,Cell
Q0153,Q0153_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 7)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0153,Q0153_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 7)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0153,Q0153_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 7)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0154,Q0154_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 7)?', the supported answer is 'DNA'.",DNA
Q0154,Q0154_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 7)?' should be checked carefully against authoritative instructional material.,DNA
Q0154,Q0154_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 7)?' is choosing 'Protein' incorrectly.,DNA
Q0155,Q0155_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 7)?', the supported answer is '46'.",46
Q0155,Q0155_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 7)?' should be checked carefully against authoritative instructional material.,46
Q0155,Q0155_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 7)?' is choosing '23' incorrectly.,46
Q0156,Q0156_E1,Biology Essentials,"For the question 'DNA stands for (variant 8)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0156,Q0156_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 8)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0156,Q0156_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 8)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0157,Q0157_E1,Biology Essentials,"For the question 'Basic unit of life (variant 8)?', the supported answer is 'Cell'.",Cell
Q0157,Q0157_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 8)?' should be checked carefully against authoritative instructional material.,Cell
Q0157,Q0157_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 8)?' is choosing 'Atom' incorrectly.,Cell
Q0158,Q0158_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 8)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0158,Q0158_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 8)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0158,Q0158_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 8)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0159,Q0159_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 8)?', the supported answer is 'DNA'.",DNA
Q0159,Q0159_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 8)?' should be checked carefully against authoritative instructional material.,DNA
Q0159,Q0159_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information (variant 8)?' is choosing 'Protein' incorrectly.,DNA
Q0160,Q0160_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes (variant 8)?', the supported answer is '46'.",46
Q0160,Q0160_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes (variant 8)?' should be checked carefully against authoritative instructional material.,46
Q0160,Q0160_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes (variant 8)?' is choosing '23' incorrectly.,46
Q0161,Q0161_E1,History Essentials,"For the question 'Who was the first President of the United States?', the supported answer is 'George Washington'.",George Washington
Q0161,Q0161_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States?' should be checked carefully against authoritative instructional material.,George Washington
Q0161,Q0161_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0162,Q0162_E1,History Essentials,"For the question 'World War II ended in which year?', the supported answer is '1945'.",1945
Q0162,Q0162_E2,History Reference Notes,The key concept related to 'World War II ended in which year?' should be checked carefully against authoritative instructional material.,1945
Q0162,Q0162_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year?' is choosing '1943' incorrectly.,1945
Q0163,Q0163_E1,History Essentials,"For the question 'The Renaissance began in which region?', the supported answer is 'Italy'.",Italy
Q0163,Q0163_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region?' should be checked carefully against authoritative instructional material.,Italy
Q0163,Q0163_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region?' is choosing 'France' incorrectly.,Italy
Q0164,Q0164_E1,History Essentials,"For the question 'The Great Wall is associated with which country?', the supported answer is 'China'.",China
Q0164,Q0164_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country?' should be checked carefully against authoritative instructional material.,China
Q0164,Q0164_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country?' is choosing 'Japan' incorrectly.,China
Q0165,Q0165_E1,History Essentials,"For the question 'The printing press is closely associated with?', the supported answer is 'Gutenberg'.",Gutenberg
Q0165,Q0165_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0165,Q0165_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with?' is choosing 'Newton' incorrectly.,Gutenberg
Q0166,Q0166_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 2)?', the supported answer is 'George Washington'.",George Washington
Q0166,Q0166_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 2)?' should be checked carefully against authoritative instructional material.,George Washington
Q0166,Q0166_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 2)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0167,Q0167_E1,History Essentials,"For the question 'World War II ended in which year (variant 2)?', the supported answer is '1945'.",1945
Q0167,Q0167_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 2)?' should be checked carefully against authoritative instructional material.,1945
Q0167,Q0167_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 2)?' is choosing '1943' incorrectly.,1945
Q0168,Q0168_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 2)?', the supported answer is 'Italy'.",Italy
Q0168,Q0168_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 2)?' should be checked carefully against authoritative instructional material.,Italy
Q0168,Q0168_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 2)?' is choosing 'France' incorrectly.,Italy
Q0169,Q0169_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 2)?', the supported answer is 'China'.",China
Q0169,Q0169_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 2)?' should be checked carefully against authoritative instructional material.,China
Q0169,Q0169_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 2)?' is choosing 'Japan' incorrectly.,China
Q0170,Q0170_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 2)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0170,Q0170_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 2)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0170,Q0170_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 2)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0171,Q0171_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 3)?', the supported answer is 'George Washington'.",George Washington
Q0171,Q0171_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 3)?' should be checked carefully against authoritative instructional material.,George Washington
Q0171,Q0171_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 3)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0172,Q0172_E1,History Essentials,"For the question 'World War II ended in which year (variant 3)?', the supported answer is '1945'.",1945
Q0172,Q0172_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 3)?' should be checked carefully against authoritative instructional material.,1945
Q0172,Q0172_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 3)?' is choosing '1943' incorrectly.,1945
Q0173,Q0173_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 3)?', the supported answer is 'Italy'.",Italy
Q0173,Q0173_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 3)?' should be checked carefully against authoritative instructional material.,Italy
Q0173,Q0173_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 3)?' is choosing 'France' incorrectly.,Italy
Q0174,Q0174_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 3)?', the supported answer is 'China'.",China
Q0174,Q0174_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 3)?' should be checked carefully against authoritative instructional material.,China
Q0174,Q0174_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 3)?' is choosing 'Japan' incorrectly.,China
Q0175,Q0175_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 3)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0175,Q0175_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 3)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0175,Q0175_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 3)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0176,Q0176_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 4)?', the supported answer is 'George Washington'.",George Washington
Q0176,Q0176_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 4)?' should be checked carefully against authoritative instructional material.,George Washington
Q0176,Q0176_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 4)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0177,Q0177_E1,History Essentials,"For the question 'World War II ended in which year (variant 4)?', the supported answer is '1945'.",1945
Q0177,Q0177_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 4)?' should be checked carefully against authoritative instructional material.,1945
Q0177,Q0177_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 4)?' is choosing '1943' incorrectly.,1945
Q0178,Q0178_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 4)?', the supported answer is 'Italy'.",Italy
Q0178,Q0178_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 4)?' should be checked carefully against authoritative instructional material.,Italy
Q0178,Q0178_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 4)?' is choosing 'France' incorrectly.,Italy
Q0179,Q0179_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 4)?', the supported answer is 'China'.",China
Q0179,Q0179_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 4)?' should be checked carefully against authoritative instructional material.,China
Q0179,Q0179_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 4)?' is choosing 'Japan' incorrectly.,China
Q0180,Q0180_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 4)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0180,Q0180_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 4)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0180,Q0180_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 4)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0181,Q0181_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 5)?', the supported answer is 'George Washington'.",George Washington
Q0181,Q0181_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 5)?' should be checked carefully against authoritative instructional material.,George Washington
Q0181,Q0181_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 5)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0182,Q0182_E1,History Essentials,"For the question 'World War II ended in which year (variant 5)?', the supported answer is '1945'.",1945
Q0182,Q0182_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 5)?' should be checked carefully against authoritative instructional material.,1945
Q0182,Q0182_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 5)?' is choosing '1943' incorrectly.,1945
Q0183,Q0183_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 5)?', the supported answer is 'Italy'.",Italy
Q0183,Q0183_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 5)?' should be checked carefully against authoritative instructional material.,Italy
Q0183,Q0183_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 5)?' is choosing 'France' incorrectly.,Italy
Q0184,Q0184_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 5)?', the supported answer is 'China'.",China
Q0184,Q0184_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 5)?' should be checked carefully against authoritative instructional material.,China
Q0184,Q0184_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 5)?' is choosing 'Japan' incorrectly.,China
Q0185,Q0185_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 5)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0185,Q0185_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 5)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0185,Q0185_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 5)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0186,Q0186_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 6)?', the supported answer is 'George Washington'.",George Washington
Q0186,Q0186_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 6)?' should be checked carefully against authoritative instructional material.,George Washington
Q0186,Q0186_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 6)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0187,Q0187_E1,History Essentials,"For the question 'World War II ended in which year (variant 6)?', the supported answer is '1945'.",1945
Q0187,Q0187_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 6)?' should be checked carefully against authoritative instructional material.,1945
Q0187,Q0187_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 6)?' is choosing '1943' incorrectly.,1945
Q0188,Q0188_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 6)?', the supported answer is 'Italy'.",Italy
Q0188,Q0188_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 6)?' should be checked carefully against authoritative instructional material.,Italy
Q0188,Q0188_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 6)?' is choosing 'France' incorrectly.,Italy
Q0189,Q0189_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 6)?', the supported answer is 'China'.",China
Q0189,Q0189_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 6)?' should be checked carefully against authoritative instructional material.,China
Q0189,Q0189_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 6)?' is choosing 'Japan' incorrectly.,China
Q0190,Q0190_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 6)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0190,Q0190_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 6)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0190,Q0190_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 6)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0191,Q0191_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 7)?', the supported answer is 'George Washington'.",George Washington
Q0191,Q0191_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 7)?' should be checked carefully against authoritative instructional material.,George Washington
Q0191,Q0191_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 7)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0192,Q0192_E1,History Essentials,"For the question 'World War II ended in which year (variant 7)?', the supported answer is '1945'.",1945
Q0192,Q0192_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 7)?' should be checked carefully against authoritative instructional material.,1945
Q0192,Q0192_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 7)?' is choosing '1943' incorrectly.,1945
Q0193,Q0193_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 7)?', the supported answer is 'Italy'.",Italy
Q0193,Q0193_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 7)?' should be checked carefully against authoritative instructional material.,Italy
Q0193,Q0193_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 7)?' is choosing 'France' incorrectly.,Italy
Q0194,Q0194_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 7)?', the supported answer is 'China'.",China
Q0194,Q0194_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 7)?' should be checked carefully against authoritative instructional material.,China
Q0194,Q0194_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 7)?' is choosing 'Japan' incorrectly.,China
Q0195,Q0195_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 7)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0195,Q0195_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 7)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0195,Q0195_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 7)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0196,Q0196_E1,History Essentials,"For the question 'Who was the first President of the United States (variant 8)?', the supported answer is 'George Washington'.",George Washington
Q0196,Q0196_E2,History Reference Notes,The key concept related to 'Who was the first President of the United States (variant 8)?' should be checked carefully against authoritative instructional material.,George Washington
